session_id,start_time,station_id,energy_kwh,duration_minutes,connector_type
1176,2024-05-13 02:00:00,STN_4,29.42,51,CHAdeMO
1177,2024-05-13 03:00:00,STN_1,26.78,31,CCS
1178,2024-05-13 03:00:00,STN_2,30.48,47,CCS
1179,2024-05-13 03:00:00,STN_5,19.42,46,CHAdeMO
1180,2024-05-13 03:00:00,STN_6,9.57,49,CHAdeMO
1181,2024-05-13 03:00:00,STN_8,14.79,31,Type2
1182,2024-05-13 04:00:00,STN_1,11.34,56,CCS
1183,2024-05-13 04:00:00,STN_2,17.6,60,CHAdeMO
1184,2024-05-13 04:00:00,STN_8,18.25,27,Type2
1185,2024-05-13 04:00:00,STN_9,14.18,57,CCS
1186,2024-05-13 04:00:00,STN_10,20.91,39,CCS
1187,2024-05-13 05:00:00,STN_1,23.12,50,CCS
1188,2024-05-13 05:00:00,STN_3,29.82,59,CHAdeMO
1189,2024-05-13 05:00:00,STN_4,19.48,31,CHAdeMO
1190,2024-05-13 05:00:00,STN_7,19.11,47,CCS
1191,2024-05-13 06:00:00,STN_3,15.25,35,CHAdeMO
1192,2024-05-13 06:00:00,STN_4,24.41,44,Type2
1193,2024-05-13 06:00:00,STN_5,22.23,37,CHAdeMO
1194,2024-05-13 06:00:00,STN_6,20.39,35,Type2
1195,2024-05-13 06:00:00,STN_9,28.23,55,CHAdeMO
1196,2024-05-13 07:00:00,STN_2,9.08,35,CCS
1197,2024-05-13 07:00:00,STN_3,11.52,38,Type2
1198,2024-05-13 07:00:00,STN_4,21.42,30,CHAdeMO
1199,2024-05-13 07:00:00,STN_8,15.55,34,CHAdeMO
1200,2024-05-13 07:00:00,STN_9,23.45,45,Type2
1201,2024-05-13 08:00:00,STN_2,16.95,46,CHAdeMO
1202,2024-05-13 08:00:00,STN_3,18.17,42,Type2
1203,2024-05-13 08:00:00,STN_4,33.71,58,Type2
1204,2024-05-13 08:00:00,STN_7,12.9,53,CHAdeMO
1205,2024-05-13 08:00:00,STN_10,27.68,33,CCS
1206,2024-05-13 09:00:00,STN_8,27.73,60,Type2
1207,2024-05-13 10:00:00,STN_2,14.14,35,CHAdeMO
1208,2024-05-13 10:00:00,STN_3,29.12,47,Type2
1209,2024-05-13 10:00:00,STN_5,25.86,48,CCS
1210,2024-05-13 10:00:00,STN_7,24.73,31,CCS
1211,2024-05-13 10:00:00,STN_9,29.33,56,CCS
1212,2024-05-13 10:00:00,STN_10,20.39,44,Type2
1213,2024-05-13 11:00:00,STN_1,11.28,50,CCS
1214,2024-05-13 11:00:00,STN_5,26.0,44,CHAdeMO
1215,2024-05-13 11:00:00,STN_7,29.87,41,Type2
1216,2024-05-13 11:00:00,STN_8,25.95,34,CHAdeMO
1217,2024-05-13 12:00:00,STN_2,21.84,43,Type2
1218,2024-05-13 12:00:00,STN_4,23.58,41,Type2
1219,2024-05-13 12:00:00,STN_5,21.08,53,Type2
1220,2024-05-13 12:00:00,STN_6,18.94,28,CCS
1221,2024-05-13 12:00:00,STN_7,34.25,58,CHAdeMO
1222,2024-05-13 12:00:00,STN_8,12.95,51,CHAdeMO
1223,2024-05-13 12:00:00,STN_10,18.48,47,Type2
1224,2024-05-13 13:00:00,STN_2,24.06,42,CHAdeMO
1225,2024-05-13 13:00:00,STN_3,16.51,38,CCS
1226,2024-05-13 13:00:00,STN_4,15.59,36,CHAdeMO
1227,2024-05-13 13:00:00,STN_7,21.53,37,CHAdeMO
1228,2024-05-13 13:00:00,STN_8,26.77,59,CHAdeMO
1229,2024-05-13 13:00:00,STN_9,17.94,47,Type2
1230,2024-05-13 14:00:00,STN_3,25.5,49,CHAdeMO
1231,2024-05-13 14:00:00,STN_4,22.53,52,CHAdeMO
1232,2024-05-13 14:00:00,STN_8,25.38,32,CHAdeMO
1233,2024-05-13 15:00:00,STN_1,28.08,53,CCS
1234,2024-05-13 15:00:00,STN_2,16.66,45,CCS
1235,2024-05-13 15:00:00,STN_3,26.78,42,CHAdeMO
1236,2024-05-13 15:00:00,STN_6,29.51,68,CHAdeMO
1237,2024-05-13 15:00:00,STN_9,16.5,31,CHAdeMO
1238,2024-05-13 16:00:00,STN_1,24.13,52,CCS
1239,2024-05-13 16:00:00,STN_3,20.38,59,CHAdeMO
1240,2024-05-13 16:00:00,STN_4,12.63,51,Type2
1241,2024-05-13 16:00:00,STN_6,17.76,62,CCS
1242,2024-05-13 16:00:00,STN_8,35.95,37,CHAdeMO
1243,2024-05-13 16:00:00,STN_9,18.15,53,Type2
1244,2024-05-13 17:00:00,STN_1,19.29,44,CCS
1245,2024-05-13 17:00:00,STN_2,22.18,25,CHAdeMO
1246,2024-05-13 17:00:00,STN_3,21.9,38,CHAdeMO
1247,2024-05-13 17:00:00,STN_5,18.55,59,CHAdeMO
1248,2024-05-13 17:00:00,STN_7,13.2,53,Type2
1249,2024-05-13 17:00:00,STN_9,20.05,42,CHAdeMO
1250,2024-05-13 18:00:00,STN_1,27.53,48,CCS
1251,2024-05-13 18:00:00,STN_3,25.99,54,CCS
1252,2024-05-13 18:00:00,STN_5,19.68,38,CHAdeMO
1253,2024-05-13 18:00:00,STN_10,14.4,36,CHAdeMO
1254,2024-05-13 19:00:00,STN_2,42.64,57,CCS
1255,2024-05-13 19:00:00,STN_4,12.54,31,CHAdeMO
1256,2024-05-13 19:00:00,STN_10,25.37,50,Type2
1257,2024-05-13 20:00:00,STN_1,25.84,42,Type2
1258,2024-05-13 20:00:00,STN_2,21.12,48,Type2
1259,2024-05-13 20:00:00,STN_6,22.6,22,Type2
1260,2024-05-13 20:00:00,STN_7,20.39,36,CHAdeMO
1261,2024-05-13 21:00:00,STN_2,23.23,74,CCS
1262,2024-05-13 21:00:00,STN_6,24.57,41,CHAdeMO
1263,2024-05-13 21:00:00,STN_7,28.45,49,CHAdeMO
1264,2024-05-13 22:00:00,STN_1,24.94,51,CCS
1265,2024-05-13 22:00:00,STN_7,36.4,33,Type2
1266,2024-05-13 22:00:00,STN_10,25.32,35,CHAdeMO
1267,2024-05-13 23:00:00,STN_2,25.89,35,Type2
1268,2024-05-13 23:00:00,STN_8,19.08,42,Type2
1269,2024-05-13 23:00:00,STN_9,28.83,54,CHAdeMO
1270,2024-05-13 23:00:00,STN_10,13.28,45,Type2
1271,2024-05-14 00:00:00,STN_1,17.03,32,CCS
1272,2024-05-14 00:00:00,STN_2,20.48,41,Type2
1273,2024-05-14 00:00:00,STN_3,38.99,49,CCS
1274,2024-05-14 00:00:00,STN_4,12.36,39,CHAdeMO
1275,2024-05-14 00:00:00,STN_9,29.15,65,CCS
1276,2024-05-14 01:00:00,STN_4,10.9,26,CHAdeMO
1277,2024-05-14 01:00:00,STN_5,35.1,48,Type2
1278,2024-05-14 01:00:00,STN_7,15.92,50,CHAdeMO
1279,2024-05-14 01:00:00,STN_10,3.55,45,Type2
1280,2024-05-14 02:00:00,STN_3,24.29,54,CHAdeMO
1281,2024-05-14 02:00:00,STN_4,14.9,45,CCS
1282,2024-05-14 02:00:00,STN_8,15.52,47,CHAdeMO
1283,2024-05-14 02:00:00,STN_10,15.73,40,Type2
1284,2024-05-14 03:00:00,STN_2,15.03,51,CHAdeMO
1285,2024-05-14 03:00:00,STN_3,28.01,42,CHAdeMO
1286,2024-05-14 03:00:00,STN_6,22.27,30,CCS
1287,2024-05-14 03:00:00,STN_7,19.9,44,Type2
1288,2024-05-14 03:00:00,STN_8,40.35,33,CCS
1289,2024-05-14 04:00:00,STN_1,32.25,54,CCS
1290,2024-05-14 04:00:00,STN_3,23.96,62,Type2
1291,2024-05-14 04:00:00,STN_7,24.6,48,CCS
1292,2024-05-14 04:00:00,STN_9,21.63,57,CCS
1293,2024-05-14 05:00:00,STN_2,29.68,38,Type2
1294,2024-05-14 05:00:00,STN_3,12.77,42,Type2
1295,2024-05-14 05:00:00,STN_5,16.4,44,CHAdeMO
1296,2024-05-14 05:00:00,STN_8,30.66,40,Type2
1297,2024-05-14 05:00:00,STN_10,21.7,45,CCS
1298,2024-05-14 06:00:00,STN_4,27.94,22,CCS
1299,2024-05-14 06:00:00,STN_5,17.75,47,CHAdeMO
1300,2024-05-14 06:00:00,STN_6,30.4,40,CCS
1301,2024-05-14 06:00:00,STN_7,8.86,51,CCS
1302,2024-05-14 06:00:00,STN_9,17.55,33,CCS
1303,2024-05-14 07:00:00,STN_2,17.63,43,CHAdeMO
1304,2024-05-14 07:00:00,STN_4,17.77,22,CCS
1305,2024-05-14 07:00:00,STN_6,28.28,57,CCS
1306,2024-05-14 07:00:00,STN_7,26.56,33,CHAdeMO
1307,2024-05-14 08:00:00,STN_3,20.59,44,CHAdeMO
1308,2024-05-14 08:00:00,STN_5,26.19,51,CCS
1309,2024-05-14 08:00:00,STN_7,16.86,45,CCS
1310,2024-05-14 08:00:00,STN_9,25.2,59,CCS
1311,2024-05-14 08:00:00,STN_10,26.93,52,CCS
1312,2024-05-14 09:00:00,STN_1,22.59,59,CCS
1313,2024-05-14 09:00:00,STN_3,24.87,36,CCS
1314,2024-05-14 09:00:00,STN_7,31.82,51,Type2
1315,2024-05-14 10:00:00,STN_1,18.9,40,Type2
1316,2024-05-14 10:00:00,STN_2,24.08,49,Type2
1317,2024-05-14 10:00:00,STN_5,23.38,48,CHAdeMO
1318,2024-05-14 10:00:00,STN_6,33.9,55,Type2
1319,2024-05-14 10:00:00,STN_7,23.33,54,CCS
1320,2024-05-14 11:00:00,STN_6,14.77,48,Type2
1321,2024-05-14 11:00:00,STN_9,34.67,42,CCS
1322,2024-05-14 11:00:00,STN_10,16.07,38,Type2
1323,2024-05-14 12:00:00,STN_2,14.37,37,Type2
1324,2024-05-14 12:00:00,STN_4,19.41,30,Type2
1325,2024-05-14 12:00:00,STN_7,22.11,54,Type2
1326,2024-05-14 12:00:00,STN_9,15.65,60,CHAdeMO
1327,2024-05-14 13:00:00,STN_7,25.58,55,CHAdeMO
1328,2024-05-14 14:00:00,STN_1,17.4,53,CHAdeMO
1329,2024-05-14 14:00:00,STN_4,14.36,53,Type2
1330,2024-05-14 14:00:00,STN_5,23.2,50,CCS
1331,2024-05-14 14:00:00,STN_6,13.77,36,CHAdeMO
1332,2024-05-14 14:00:00,STN_10,26.18,35,CCS
1333,2024-05-14 15:00:00,STN_3,25.24,31,CCS
1334,2024-05-14 15:00:00,STN_6,27.94,32,CHAdeMO
1335,2024-05-14 15:00:00,STN_8,25.87,51,CHAdeMO
1336,2024-05-14 15:00:00,STN_9,17.12,50,Type2
1337,2024-05-14 16:00:00,STN_2,23.82,39,CCS
1338,2024-05-14 16:00:00,STN_3,14.94,25,CCS
1339,2024-05-14 16:00:00,STN_6,24.45,29,CHAdeMO
1340,2024-05-14 16:00:00,STN_7,22.67,42,CCS
1341,2024-05-14 16:00:00,STN_9,26.75,41,Type2
1342,2024-05-14 17:00:00,STN_1,19.69,52,CHAdeMO
1343,2024-05-14 17:00:00,STN_3,24.35,48,Type2
1344,2024-05-14 17:00:00,STN_4,25.28,29,Type2
1345,2024-05-14 17:00:00,STN_6,27.3,51,CCS
1346,2024-05-14 17:00:00,STN_8,14.88,42,CHAdeMO
1347,2024-05-14 18:00:00,STN_2,21.72,43,Type2
1348,2024-05-14 18:00:00,STN_4,24.34,59,CHAdeMO
1349,2024-05-14 18:00:00,STN_7,29.57,31,CHAdeMO
1350,2024-05-14 18:00:00,STN_8,26.35,58,Type2
1351,2024-05-14 19:00:00,STN_2,24.71,55,CCS
1352,2024-05-14 19:00:00,STN_8,36.09,55,CCS
1353,2024-05-14 19:00:00,STN_9,23.75,55,CHAdeMO
1354,2024-05-14 19:00:00,STN_10,23.01,45,CHAdeMO
1355,2024-05-14 20:00:00,STN_2,19.54,60,Type2
1356,2024-05-14 20:00:00,STN_3,16.27,60,Type2
1357,2024-05-14 20:00:00,STN_4,25.5,31,Type2
1358,2024-05-14 20:00:00,STN_5,24.57,23,Type2
1359,2024-05-14 20:00:00,STN_6,26.38,53,Type2
1360,2024-05-14 20:00:00,STN_7,17.85,46,Type2
1361,2024-05-14 21:00:00,STN_10,35.68,39,CCS
1362,2024-05-14 22:00:00,STN_1,14.59,59,CCS
1363,2024-05-14 22:00:00,STN_5,35.74,45,Type2
1364,2024-05-14 22:00:00,STN_6,29.08,58,CCS
1365,2024-05-14 22:00:00,STN_7,16.8,40,CHAdeMO
1366,2024-05-14 22:00:00,STN_8,30.62,61,CCS
1367,2024-05-14 22:00:00,STN_9,25.94,36,CHAdeMO
1368,2024-05-14 22:00:00,STN_10,35.91,39,Type2
1369,2024-05-14 23:00:00,STN_1,19.65,48,Type2
1370,2024-05-14 23:00:00,STN_3,32.88,53,Type2
1371,2024-05-14 23:00:00,STN_5,24.9,49,CHAdeMO
1372,2024-05-14 23:00:00,STN_8,22.3,50,CHAdeMO
1373,2024-05-14 23:00:00,STN_10,4.29,42,CCS
1374,2024-05-15 00:00:00,STN_3,23.69,33,Type2
1375,2024-05-15 00:00:00,STN_4,24.7,42,Type2
1376,2024-05-15 00:00:00,STN_7,34.29,60,CHAdeMO
1377,2024-05-15 00:00:00,STN_9,18.74,43,Type2
1378,2024-05-15 01:00:00,STN_3,21.48,40,CHAdeMO
1379,2024-05-15 01:00:00,STN_4,23.37,37,CCS
1380,2024-05-15 01:00:00,STN_9,14.09,51,CHAdeMO
1381,2024-05-15 02:00:00,STN_8,26.41,36,CHAdeMO
1382,2024-05-15 02:00:00,STN_10,28.27,38,CCS
1383,2024-05-15 03:00:00,STN_1,23.77,53,CHAdeMO
1384,2024-05-15 03:00:00,STN_3,21.76,49,Type2
1385,2024-05-15 03:00:00,STN_7,18.38,43,CCS
1386,2024-05-15 03:00:00,STN_8,20.56,37,Type2
1387,2024-05-15 04:00:00,STN_1,20.76,29,Type2
1388,2024-05-15 04:00:00,STN_2,18.56,42,CCS
1389,2024-05-15 04:00:00,STN_3,20.21,42,CHAdeMO
1390,2024-05-15 04:00:00,STN_6,21.57,49,CCS
1391,2024-05-15 04:00:00,STN_7,28.12,38,Type2
1392,2024-05-15 04:00:00,STN_9,13.58,34,CCS
1393,2024-05-15 05:00:00,STN_2,18.59,41,CHAdeMO
1394,2024-05-15 05:00:00,STN_4,16.61,32,Type2
1395,2024-05-15 05:00:00,STN_5,18.81,46,CCS
1396,2024-05-15 05:00:00,STN_8,26.17,39,CCS
1397,2024-05-15 05:00:00,STN_10,19.11,35,CHAdeMO
1398,2024-05-15 06:00:00,STN_1,21.78,36,CCS
1399,2024-05-15 06:00:00,STN_4,26.01,27,CCS
1400,2024-05-15 06:00:00,STN_5,19.48,48,Type2
1401,2024-05-15 06:00:00,STN_7,23.29,71,Type2
1402,2024-05-15 06:00:00,STN_8,24.45,34,CHAdeMO
1403,2024-05-15 07:00:00,STN_2,21.33,27,CCS
1404,2024-05-15 07:00:00,STN_3,21.44,36,CCS
1405,2024-05-15 07:00:00,STN_4,28.41,39,CHAdeMO
1406,2024-05-15 07:00:00,STN_5,21.18,38,Type2
1407,2024-05-15 07:00:00,STN_6,34.17,41,Type2
1408,2024-05-15 08:00:00,STN_1,34.83,53,CHAdeMO
1409,2024-05-15 08:00:00,STN_3,25.37,48,Type2
1410,2024-05-15 08:00:00,STN_6,24.76,25,CCS
1411,2024-05-15 08:00:00,STN_8,20.05,53,Type2
1412,2024-05-15 08:00:00,STN_9,21.66,30,CHAdeMO
1413,2024-05-15 09:00:00,STN_5,21.63,62,CCS
1414,2024-05-15 09:00:00,STN_7,30.73,44,CCS
1415,2024-05-15 09:00:00,STN_9,28.66,41,CCS
1416,2024-05-15 10:00:00,STN_4,10.07,35,Type2
1417,2024-05-15 10:00:00,STN_7,32.94,42,Type2
1418,2024-05-15 10:00:00,STN_8,20.3,42,Type2
1419,2024-05-15 10:00:00,STN_9,35.33,61,CHAdeMO
1420,2024-05-15 10:00:00,STN_10,37.53,43,CCS
1421,2024-05-15 11:00:00,STN_1,24.07,29,Type2
1422,2024-05-15 11:00:00,STN_2,32.34,33,Type2
1423,2024-05-15 12:00:00,STN_4,23.52,34,CHAdeMO
1424,2024-05-15 12:00:00,STN_9,17.88,36,CCS
1425,2024-05-15 13:00:00,STN_1,17.74,39,CHAdeMO
1426,2024-05-15 13:00:00,STN_3,18.16,53,CHAdeMO
1427,2024-05-15 13:00:00,STN_5,14.27,47,Type2
1428,2024-05-15 13:00:00,STN_10,30.53,39,Type2
1429,2024-05-15 14:00:00,STN_2,16.97,42,Type2
1430,2024-05-15 14:00:00,STN_3,30.26,46,Type2
1431,2024-05-15 14:00:00,STN_7,18.28,49,CHAdeMO
1432,2024-05-15 14:00:00,STN_9,14.28,51,CHAdeMO
1433,2024-05-15 15:00:00,STN_1,24.86,41,Type2
1434,2024-05-15 15:00:00,STN_3,16.13,36,CCS
1435,2024-05-15 15:00:00,STN_5,25.74,57,CHAdeMO
1436,2024-05-15 15:00:00,STN_6,17.54,49,CCS
1437,2024-05-15 15:00:00,STN_7,7.39,39,CHAdeMO
1438,2024-05-15 15:00:00,STN_8,21.78,35,CHAdeMO
1439,2024-05-15 16:00:00,STN_1,15.44,38,CCS
1440,2024-05-15 16:00:00,STN_2,24.05,43,CCS
1441,2024-05-15 16:00:00,STN_3,6.33,23,CHAdeMO
1442,2024-05-15 16:00:00,STN_7,17.75,49,Type2
1443,2024-05-15 16:00:00,STN_8,2.77,40,Type2
1444,2024-05-15 17:00:00,STN_1,18.32,58,Type2
1445,2024-05-15 17:00:00,STN_3,19.3,48,CHAdeMO
1446,2024-05-15 17:00:00,STN_4,22.99,23,CCS
1447,2024-05-15 17:00:00,STN_8,27.38,47,CCS
1448,2024-05-15 18:00:00,STN_1,25.56,84,CHAdeMO
1449,2024-05-15 18:00:00,STN_3,7.41,62,CHAdeMO
1450,2024-05-15 18:00:00,STN_6,19.99,47,CCS
1451,2024-05-15 18:00:00,STN_7,21.68,40,CCS
1452,2024-05-15 18:00:00,STN_9,18.01,48,Type2
1453,2024-05-15 19:00:00,STN_8,11.38,52,Type2
1454,2024-05-15 19:00:00,STN_9,19.09,33,CCS
1455,2024-05-15 20:00:00,STN_1,18.85,57,CHAdeMO
1456,2024-05-15 20:00:00,STN_3,18.25,48,CCS
1457,2024-05-15 20:00:00,STN_8,16.88,52,Type2
1458,2024-05-15 20:00:00,STN_10,26.8,63,Type2
1459,2024-05-15 21:00:00,STN_3,20.77,51,CCS
1460,2024-05-15 21:00:00,STN_5,22.69,57,Type2
1461,2024-05-15 21:00:00,STN_7,16.97,52,CCS
1462,2024-05-15 21:00:00,STN_10,20.64,44,Type2
1463,2024-05-15 22:00:00,STN_2,22.64,47,Type2
1464,2024-05-15 22:00:00,STN_3,21.19,47,CCS
1465,2024-05-15 22:00:00,STN_8,33.05,54,CCS
1466,2024-05-15 22:00:00,STN_9,28.08,40,Type2
1467,2024-05-15 22:00:00,STN_10,15.78,54,Type2
1468,2024-05-15 23:00:00,STN_5,28.13,59,CHAdeMO
1469,2024-05-15 23:00:00,STN_7,17.77,42,Type2
1470,2024-05-15 23:00:00,STN_10,10.52,41,CCS
1471,2024-05-16 00:00:00,STN_3,28.98,40,CCS
1472,2024-05-16 00:00:00,STN_5,26.48,43,CHAdeMO
1473,2024-05-16 00:00:00,STN_6,24.27,33,CHAdeMO
1474,2024-05-16 00:00:00,STN_7,22.6,15,Type2
1475,2024-05-16 00:00:00,STN_8,20.69,28,CHAdeMO
1476,2024-05-16 00:00:00,STN_9,30.44,52,CHAdeMO
1477,2024-05-16 01:00:00,STN_2,25.27,60,CHAdeMO
1478,2024-05-16 01:00:00,STN_6,15.36,62,CCS
1479,2024-05-16 01:00:00,STN_7,28.53,42,CCS
1480,2024-05-16 01:00:00,STN_8,29.95,33,CCS
1481,2024-05-16 02:00:00,STN_2,16.23,38,CCS
1482,2024-05-16 02:00:00,STN_7,18.3,34,CHAdeMO
1483,2024-05-16 03:00:00,STN_2,30.56,42,CHAdeMO
1484,2024-05-16 03:00:00,STN_4,24.47,39,CHAdeMO
1485,2024-05-16 03:00:00,STN_7,9.26,47,CHAdeMO
1486,2024-05-16 03:00:00,STN_8,8.61,44,CHAdeMO
1487,2024-05-16 04:00:00,STN_1,12.42,64,CCS
1488,2024-05-16 04:00:00,STN_2,28.38,46,CCS
1489,2024-05-16 04:00:00,STN_9,30.85,36,CCS
1490,2024-05-16 05:00:00,STN_4,25.8,46,CHAdeMO
1491,2024-05-16 05:00:00,STN_6,23.85,57,Type2
1492,2024-05-16 05:00:00,STN_8,27.13,47,Type2
1493,2024-05-16 06:00:00,STN_2,10.42,35,CHAdeMO
1494,2024-05-16 06:00:00,STN_4,21.14,45,CCS
1495,2024-05-16 06:00:00,STN_6,14.09,69,Type2
1496,2024-05-16 06:00:00,STN_8,32.61,51,Type2
1497,2024-05-16 07:00:00,STN_1,22.5,42,CHAdeMO
1498,2024-05-16 07:00:00,STN_2,15.34,45,CCS
1499,2024-05-16 07:00:00,STN_3,23.8,32,CHAdeMO
1500,2024-05-16 07:00:00,STN_6,24.34,43,CHAdeMO
1501,2024-05-16 07:00:00,STN_7,8.65,36,Type2
1502,2024-05-16 07:00:00,STN_8,19.1,63,CCS
1503,2024-05-16 07:00:00,STN_9,25.9,31,Type2
1504,2024-05-16 08:00:00,STN_5,25.4,29,CCS
1505,2024-05-16 08:00:00,STN_6,29.58,40,CHAdeMO
1506,2024-05-16 08:00:00,STN_7,21.34,58,Type2
1507,2024-05-16 08:00:00,STN_10,12.99,31,CHAdeMO
1508,2024-05-16 09:00:00,STN_3,17.91,55,Type2
1509,2024-05-16 09:00:00,STN_6,11.36,16,CCS
1510,2024-05-16 10:00:00,STN_1,18.84,50,CHAdeMO
1511,2024-05-16 10:00:00,STN_4,30.4,40,CCS
1512,2024-05-16 10:00:00,STN_9,19.12,56,CHAdeMO
1513,2024-05-16 10:00:00,STN_10,8.91,41,Type2
1514,2024-05-16 11:00:00,STN_2,23.33,49,Type2
1515,2024-05-16 11:00:00,STN_3,18.43,45,CHAdeMO
1516,2024-05-16 11:00:00,STN_7,4.58,38,Type2
1517,2024-05-16 11:00:00,STN_8,25.17,35,CCS
1518,2024-05-16 11:00:00,STN_9,22.41,49,CHAdeMO
1519,2024-05-16 11:00:00,STN_10,19.6,46,Type2
1520,2024-05-16 12:00:00,STN_3,15.26,42,CCS
1521,2024-05-16 12:00:00,STN_4,26.27,46,CCS
1522,2024-05-16 12:00:00,STN_5,17.89,47,CHAdeMO
1523,2024-05-16 12:00:00,STN_9,27.0,24,CCS
1524,2024-05-16 13:00:00,STN_1,30.11,41,CHAdeMO
1525,2024-05-16 13:00:00,STN_2,24.98,56,Type2
1526,2024-05-16 13:00:00,STN_5,12.4,37,Type2
1527,2024-05-16 13:00:00,STN_7,19.98,37,CHAdeMO
1528,2024-05-16 13:00:00,STN_8,34.14,36,CCS
1529,2024-05-16 14:00:00,STN_2,18.11,47,Type2
1530,2024-05-16 14:00:00,STN_3,13.58,41,CHAdeMO
1531,2024-05-16 14:00:00,STN_4,24.22,41,Type2
1532,2024-05-16 14:00:00,STN_5,21.35,39,Type2
1533,2024-05-16 14:00:00,STN_9,11.4,48,Type2
1534,2024-05-16 14:00:00,STN_10,34.28,45,CHAdeMO
1535,2024-05-16 15:00:00,STN_3,23.58,51,CCS
1536,2024-05-16 15:00:00,STN_4,13.11,62,CCS
1537,2024-05-16 15:00:00,STN_6,23.42,61,CCS
1538,2024-05-16 15:00:00,STN_7,16.87,63,CHAdeMO
1539,2024-05-16 15:00:00,STN_8,27.43,50,CHAdeMO
1540,2024-05-16 16:00:00,STN_2,23.64,42,Type2
1541,2024-05-16 16:00:00,STN_4,30.4,46,CCS
1542,2024-05-16 16:00:00,STN_7,8.23,33,Type2
1543,2024-05-16 16:00:00,STN_9,20.7,48,Type2
1544,2024-05-16 16:00:00,STN_10,21.6,57,CHAdeMO
1545,2024-05-16 17:00:00,STN_2,8.34,46,CHAdeMO
1546,2024-05-16 17:00:00,STN_9,9.27,52,CCS
1547,2024-05-16 18:00:00,STN_2,21.34,49,CHAdeMO
1548,2024-05-16 18:00:00,STN_3,15.95,57,CCS
1549,2024-05-16 18:00:00,STN_4,29.29,50,Type2
1550,2024-05-16 18:00:00,STN_5,21.09,50,Type2
1551,2024-05-16 18:00:00,STN_6,17.05,53,Type2
1552,2024-05-16 18:00:00,STN_7,33.55,55,CCS
1553,2024-05-16 18:00:00,STN_8,16.89,48,CCS
1554,2024-05-16 18:00:00,STN_9,12.95,50,Type2
1555,2024-05-16 18:00:00,STN_10,25.15,26,CHAdeMO
1556,2024-05-16 19:00:00,STN_1,13.87,42,Type2
1557,2024-05-16 19:00:00,STN_4,19.89,32,Type2
1558,2024-05-16 19:00:00,STN_5,24.72,47,CHAdeMO
1559,2024-05-16 19:00:00,STN_7,20.64,37,CCS
1560,2024-05-16 20:00:00,STN_3,29.34,61,CCS
1561,2024-05-16 20:00:00,STN_4,18.62,38,Type2
1562,2024-05-16 20:00:00,STN_5,25.44,41,Type2
1563,2024-05-16 20:00:00,STN_7,21.02,52,Type2
1564,2024-05-16 20:00:00,STN_8,8.63,58,CCS
1565,2024-05-16 20:00:00,STN_9,22.51,40,CCS
1566,2024-05-16 21:00:00,STN_1,21.38,44,CHAdeMO
1567,2024-05-16 21:00:00,STN_6,9.88,59,CCS
1568,2024-05-16 21:00:00,STN_7,22.29,49,CHAdeMO
1569,2024-05-16 21:00:00,STN_8,28.66,34,Type2
1570,2024-05-16 21:00:00,STN_9,25.31,42,CCS
1571,2024-05-16 21:00:00,STN_10,27.93,23,CHAdeMO
1572,2024-05-16 22:00:00,STN_5,21.31,38,Type2
1573,2024-05-16 22:00:00,STN_7,25.03,49,CCS
1574,2024-05-16 22:00:00,STN_10,17.05,37,CCS
1575,2024-05-16 23:00:00,STN_2,21.23,36,CHAdeMO
1576,2024-05-16 23:00:00,STN_7,27.89,41,Type2
1577,2024-05-17 00:00:00,STN_1,1.65,41,Type2
1578,2024-05-17 00:00:00,STN_2,14.73,28,Type2
1579,2024-05-17 00:00:00,STN_3,13.34,46,Type2
1580,2024-05-17 00:00:00,STN_6,31.3,48,Type2
1581,2024-05-17 00:00:00,STN_7,17.75,49,Type2
1582,2024-05-17 01:00:00,STN_2,18.79,38,Type2
1583,2024-05-17 01:00:00,STN_4,13.92,27,CCS
1584,2024-05-17 01:00:00,STN_8,19.27,46,Type2
1585,2024-05-17 01:00:00,STN_9,21.32,40,CHAdeMO
1586,2024-05-17 01:00:00,STN_10,15.38,51,CCS
1587,2024-05-17 02:00:00,STN_2,12.78,52,CHAdeMO
1588,2024-05-17 02:00:00,STN_7,14.98,37,CHAdeMO
1589,2024-05-17 03:00:00,STN_3,11.73,39,Type2
1590,2024-05-17 03:00:00,STN_5,28.83,50,CCS
1591,2024-05-17 03:00:00,STN_6,28.85,50,CHAdeMO
1592,2024-05-17 03:00:00,STN_7,14.27,41,CHAdeMO
1593,2024-05-17 03:00:00,STN_8,16.54,58,CCS
1594,2024-05-17 03:00:00,STN_9,13.62,53,Type2
1595,2024-05-17 03:00:00,STN_10,28.25,63,CHAdeMO
1596,2024-05-17 04:00:00,STN_2,19.13,52,CCS
1597,2024-05-17 04:00:00,STN_5,37.97,38,CCS
1598,2024-05-17 04:00:00,STN_10,11.25,26,Type2
1599,2024-05-17 05:00:00,STN_1,26.99,26,CHAdeMO
1600,2024-05-17 05:00:00,STN_3,19.39,49,Type2
1601,2024-05-17 05:00:00,STN_4,23.3,49,CCS
1602,2024-05-17 05:00:00,STN_6,23.56,57,Type2
1603,2024-05-17 05:00:00,STN_7,15.33,38,CCS
1604,2024-05-17 05:00:00,STN_8,16.59,53,Type2
1605,2024-05-17 05:00:00,STN_9,28.3,49,CHAdeMO
1606,2024-05-17 05:00:00,STN_10,30.28,33,Type2
1607,2024-05-17 06:00:00,STN_5,33.67,60,CCS
